0,1,2,3,4,5,6,7,8,9,10
pork,curd,,,,,,,,,
chicken,onions,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
whole milk,herbs,,,,,,,,,
curd,citrus fruit,rolls/buns,other vegetables,dessert,,,,,,
berries,whole milk,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
butter milk,pet care,,,,,,,,,
meat,pip fruit,,,,,,,,,
Instant food products,white bread,semi-finished bread,,,,,,,,
yogurt,bottled water,domestic eggs,,,,,,,,
beef,other vegetables,,,,,,,,,
sausage,pork,butter milk,canned beer,whole milk,yogurt,rolls/buns,,,,
photo/film,soda,cream cheese ,,,,,,,,
soda,meat,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
turkey,UHT-milk,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pip fruit,soda,,,,,,,,,
oil,citrus fruit,,,,,,,,,
pork,pastry,,,,,,,,,
sausage,canned beer,whipped/sour cream,,,,,,,,
sweet spreads,soda,,,,,,,,,
tropical fruit,whole milk,dog food,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
frozen vegetables,sugar,,,,,,,,,
hamburger meat,candles,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,dessert,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
ice cream,pasta,,,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
yogurt,dental care,,,,,,,,,
pip fruit,dessert,,,,,,,,,
cake bar,whipped/sour cream,,,,,,,,,
yogurt,yogurt,,,,,,,,,
sliced cheese,cat food,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
pip fruit,ice cream,popcorn,soda,bottled water,rolls/buns,,,,,
beef,berries,root vegetables,,,,,,,,
root vegetables,butter,,,,,,,,,
bottled water,yogurt,,,,,,,,,
beef,other vegetables,,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
pastry,hard cheese,,,,,,,,,
onions,soda,,,,,,,,,
grapes,chocolate marshmallow,dishes,,,,,,,,
tropical fruit,candy,,,,,,,,,
yogurt,shopping bags,waffles,chocolate,,,,,,,
fruit/vegetable juice,yogurt,rolls/buns,frozen vegetables,,,,,,,
pork,root vegetables,,,,,,,,,
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt,,,,
root vegetables,rolls/buns,,,,,,,,,
citrus fruit,candy,,,,,,,,,
rolls/buns,other vegetables,curd,spread cheese,candles,,,,,,
cream cheese ,yogurt,,,,,,,,,
beef,onions,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
root vegetables,frozen vegetables,misc. beverages,,,,,,,,
meat,shopping bags,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
pork,brown bread,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
whole milk,hamburger meat,roll products ,,,,,,,,
frankfurter,whole milk,red/blush wine,rolls/buns,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
rolls/buns,bathroom cleaner,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water,,,
frozen vegetables,berries,whole milk,candy,,,,,,,
dessert,tropical fruit,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pork,yogurt,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
pip fruit,sweet spreads,,,,,,,,,
bottled beer,white wine,candles,,,,,,,,
soda,canned beer,,,,,,,,,
sugar,curd,,,,,,,,,
tropical fruit,curd,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
tropical fruit,tropical fruit,soda,salty snack,,,,,,,
specialty chocolate,pip fruit,,,,,,,,,
coffee,shopping bags,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
soda,pork,,,,,,,,,
sausage,butter milk,meat spreads,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
soda,red/blush wine,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
meat,citrus fruit,,,,,,,,,
bottled water,whole milk,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
dessert,other vegetables,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
pork,soft cheese,rolls/buns,butter milk,butter,,,,,,
sausage,yogurt,,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
coffee,butter,whipped/sour cream,other vegetables,,,,,,,
newspapers,chocolate,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,frozen fruits,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
other vegetables,candy,,,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
frozen vegetables,chicken,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
dessert,pot plants,,,,,,,,,
pip fruit,curd cheese,,,,,,,,,
other vegetables,sugar,,,,,,,,,
beef,other vegetables,,,,,,,,,
pork,finished products,ice cream,shopping bags,rolls/buns,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
canned beer,canned beer,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pastry,Instant food products,,,,,,,,,
oil,flour,,,,,,,,,
bottled beer,beef,domestic eggs,whipped/sour cream,shopping bags,newspapers,,,,,
tropical fruit,frozen vegetables,whole milk,snack products,,,,,,,
soda,seasonal products,,,,,,,,,
bottled beer,pastry,cream cheese ,,,,,,,,
frozen meals,brown bread,other vegetables,curd cheese,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
frozen fish,curd,,,,,,,,,
coffee,cream cheese ,,,,,,,,,
berries,baking powder,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
packaged fruit/vegetables,bottled beer,,,,,,,,,
dog food,pastry,,,,,,,,,
berries,bottled beer,,,,,,,,,
frozen fish,sausage,chocolate,rolls/buns,,,,,,,
chocolate,yogurt,,,,,,,,,
other vegetables,dessert,,,,,,,,,
whole milk,pastry,,,,,,,,,
root vegetables,butter,,,,,,,,,
pork,beverages,brown bread,Instant food products,margarine,,,,,,
curd,soda,,,,,,,,,
other vegetables,beef,yogurt,,,,,,,,
onions,canned beer,,,,,,,,,
tropical fruit,herbs,,,,,,,,,
prosecco,chewing gum,,,,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
coffee,margarine,,,,,,,,,
coffee,bottled water,liqueur,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
fruit/vegetable juice,spices,,,,,,,,,
shopping bags,soap,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
sausage,soda,cream cheese ,,,,,,,,
tropical fruit,white bread,,,,,,,,,
hard cheese,processed cheese,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
dessert,chewing gum,,,,,,,,,
tropical fruit,butter,hamburger meat,rolls/buns,soda,shopping bags,,,,,
yogurt,root vegetables,candles,,,,,,,,
pastry,whole milk,dessert,,,,,,,,
beverages,oil,,,,,,,,,
soda,oil,,,,,,,,,
onions,soda,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
meat,canned fish,brown bread,,,,,,,,
ice cream,beef,yogurt,canned beer,,,,,,,
soda,bottled water,,,,,,,,,
frankfurter,dessert,,,,,,,,,
berries,cream cheese ,other vegetables,,,,,,,,
sausage,rolls/buns,rolls/buns,,,,,,,,
sausage,white wine,candy,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
whole milk,tropical fruit,root vegetables,Instant food products,margarine,,,,,,
beef,butter,yogurt,,,,,,,,
meat,liver loaf,,,,,,,,,
sausage,napkins,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
canned fish,cat food,,,,,,,,,
sweet spreads,herbs,long life bakery product,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
canned beer,curd,,,,,,,,,
butter,frozen meals,,,,,,,,,
whole milk,onions,pickled vegetables,,,,,,,,
sliced cheese,napkins,,,,,,,,,
pork,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,canned beer,,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
rolls/buns,photo/film,,,,,,,,,
yogurt,misc. beverages,brown bread,napkins,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
soda,napkins,,,,,,,,,
canned beer,bottled water,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
whole milk,frozen meals,rolls/buns,,,,,,,,
soda,root vegetables,,,,,,,,,
brown bread,rolls/buns,processed cheese,,,,,,,,
specialty bar,whole milk,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
tropical fruit,frozen fish,bottled water,,,,,,,,
whole milk,yogurt,,,,,,,,,
beef,tropical fruit,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
frozen meals,pasta,curd,,,,,,,,
brown bread,tropical fruit,rolls/buns,,,,,,,,
rum,coffee,sliced cheese,,,,,,,,
other vegetables,sweet spreads,yogurt,,,,,,,,
sausage,yogurt,,,,,,,,,
pastry,brown bread,,,,,,,,,
ham,beverages,,,,,,,,,
oil,soda,,,,,,,,,
pork,honey,newspapers,,,,,,,,
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt,,,,
coffee,butter,,,,,,,,,
root vegetables,rolls/buns,whole milk,frozen vegetables,whole milk,specialty chocolate,seasonal products,,,,
pork,spread cheese,,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
ice cream,grapes,,,,,,,,,
onions,other vegetables,,,,,,,,,
hamburger meat,canned beer,other vegetables,canned fruit,,,,,,,
beef,rolls/buns,,,,,,,,,
root vegetables,newspapers,dishes,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
curd cheese,sausage,bottled water,napkins,,,,,,,
whipped/sour cream,pickled vegetables,dish cleaner,,,,,,,,
dessert,house keeping products,,,,,,,,,
bottled water,specialty bar,curd,,,,,,,,
frozen vegetables,beef,UHT-milk,abrasive cleaner,,,,,,,
brown bread,sparkling wine,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
cat food,soda,,,,,,,,,
beef,whole milk,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
pork,meat,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
dessert,coffee,whole milk,cream cheese ,,,,,,,
pork,pastry,,,,,,,,,
sparkling wine,female sanitary products,,,,,,,,,
bottled beer,herbs,curd,,,,,,,,
whole milk,ice cream,soda,yogurt,spices,,,,,,
turkey,shopping bags,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
liquor,sweet spreads,,,,,,,,,
artif. sweetener,salty snack,,,,,,,,,
butter milk,spices,,,,,,,,,
bottled water,whole milk,,,,,,,,,
berries,pastry,shopping bags,,,,,,,,
citrus fruit,misc. beverages,misc. beverages,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
brown bread,bottled water,pastry,curd,,,,,,,
bottled beer,soda,frozen vegetables,,,,,,,,
specialty cheese,butter,,,,,,,,,
sausage,newspapers,,,,,,,,,
yogurt,soda,,,,,,,,,
sausage,margarine,,,,,,,,,
pip fruit,liver loaf,root vegetables,rolls/buns,mayonnaise,curd,root vegetables,hard cheese,chocolate,,
chicken,root vegetables,,,,,,,,,
dishes,salty snack,,,,,,,,,
root vegetables,whole milk,newspapers,,,,,,,,
white bread,shopping bags,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
other vegetables,beverages,fruit/vegetable juice,prosecco,other vegetables,ice cream,soda,root vegetables,,,
root vegetables,oil,,,,,,,,,
pork,pork,male cosmetics,,,,,,,,
bottled water,newspapers,,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
chicken,ice cream,,,,,,,,,
packaged fruit/vegetables,cat food,dental care,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
citrus fruit,rolls/buns,salt,,,,,,,,
white bread,specialty bar,newspapers,,,,,,,,
chocolate,whole milk,,,,,,,,,
whole milk,pet care,herbs,soda,cat food,whole milk,,,,,
pork,bottled water,,,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
chocolate,root vegetables,,,,,,,,,
meat,whole milk,whipped/sour cream,,,,,,,,
tropical fruit,pip fruit,prosecco,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
sausage,soda,,,,,,,,,
UHT-milk,sugar,,,,,,,,,
beef,dessert,,,,,,,,,
popcorn,pork,margarine,beef,butter,,,,,,
pork,UHT-milk,frozen fish,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
other vegetables,skin care,,,,,,,,,
pork,whole milk,,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
dental care,curd,,,,,,,,,
sausage,pip fruit,,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
spread cheese,specialty chocolate,sugar,,,,,,,,
chicken,napkins,soda,,,,,,,,
chicken,domestic eggs,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
bottled water,newspapers,,,,,,,,,
whole milk,white wine,,,,,,,,,
rolls/buns,soda,soda,flower (seeds),,,,,,,
pip fruit,newspapers,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
onions,whole milk,cling film/bags,,,,,,,,
butter,grapes,bottled water,,,,,,,,
citrus fruit,soda,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
tropical fruit,hamburger meat,coffee,sliced cheese,whipped/sour cream,,,,,,
frankfurter,pip fruit,hygiene articles,,,,,,,,
whole milk,chocolate,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
ham,citrus fruit,sugar,ice cream,whole milk,chocolate marshmallow,specialty bar,candy,,,
whole milk,candles,,,,,,,,,
soda,butter milk,citrus fruit,other vegetables,,,,,,,
sausage,other vegetables,,,,,,,,,
frozen meals,rolls/buns,tropical fruit,curd,,,,,,,
sausage,waffles,,,,,,,,,
turkey,domestic eggs,,,,,,,,,
instant coffee,onions,processed cheese,dental care,,,,,,,
oil,hard cheese,,,,,,,,,
onions,grapes,bottled beer,,,,,,,,
nut snack,canned beer,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
sausage,tea,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
berries,other vegetables,fruit/vegetable juice,whole milk,specialty bar,,,,,,
whole milk,newspapers,hygiene articles,,,,,,,,
ham,domestic eggs,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
beef,soda,,,,,,,,,
coffee,tidbits,,,,,,,,,
whole milk,pastry,,,,,,,,,
sliced cheese,pastry,onions,,,,,,,,
butter milk,ham,whole milk,chicken,domestic eggs,shopping bags,chewing gum,shopping bags,white bread,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
domestic eggs,waffles,,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
soda,curd,,,,,,,,,
ham,brown bread,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
dessert,herbs,waffles,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
other vegetables,tropical fruit,,,,,,,,,
beef,roll products ,root vegetables,chicken,waffles,male cosmetics,grapes,brown bread,,,
hamburger meat,coffee,,,,,,,,,
root vegetables,processed cheese,yogurt,,,,,,,,
ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
sausage,pork,pip fruit,other vegetables,hard cheese,,,,,,
dishes,dessert,,,,,,,,,
root vegetables,condensed milk,dessert,,,,,,,,
herbs,onions,brown bread,,,,,,,,
pip fruit,soda,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
meat,other vegetables,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
newspapers,other vegetables,shopping bags,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
butter,chewing gum,,,,,,,,,
whole milk,brown bread,,,,,,,,,
bottled water,sugar,candy,,,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
pip fruit,soda,brown bread,,,,,,,,
sausage,root vegetables,,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
mustard,zwieback,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
house keeping products,domestic eggs,,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
meat,soda,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
citrus fruit,frozen vegetables,margarine,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
soda,soups,,,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
brown bread,domestic eggs,,,,,,,,,
sausage,newspapers,salty snack,soda,,,,,,,
yogurt,yogurt,,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
grapes,frozen vegetables,vinegar,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
curd,soft cheese,,,,,,,,,
sausage,root vegetables,brown bread,soda,,,,,,,
UHT-milk,fish,,,,,,,,,
yogurt,frozen meals,frozen vegetables,,,,,,,,
pip fruit,candles,,,,,,,,,
bottled water,whole milk,,,,,,,,,
butter milk,bottled water,shopping bags,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pasta,cream cheese ,,,,,,,,,
cake bar,Instant food products,,,,,,,,,
pip fruit,napkins,,,,,,,,,
brown bread,hair spray,,,,,,,,,
pasta,soda,,,,,,,,,
chocolate marshmallow,flour,,,,,,,,,
hard cheese,white wine,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
other vegetables,yogurt,salty snack,,,,,,,,
chicken,chicken,salt,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
hamburger meat,bottled beer,coffee,instant coffee,yogurt,,,,,,
salty snack,condensed milk,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
yogurt,whole milk,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
soda,cream cheese ,,,,,,,,,
other vegetables,frankfurter,root vegetables,newspapers,,,,,,,
rolls/buns,coffee,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
white bread,pip fruit,,,,,,,,,
soda,other vegetables,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
berries,other vegetables,,,,,,,,,
brown bread,beef,bottled beer,specialty fat,,,,,,,
chicken,white wine,margarine,,,,,,,,
misc. beverages,sausage,root vegetables,liquor (appetizer),coffee,,,,,,
pip fruit,whole milk,,,,,,,,,
newspapers,root vegetables,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
rolls/buns,rubbing alcohol,pastry,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
pork,napkins,,,,,,,,,
soda,tropical fruit,domestic eggs,domestic eggs,,,,,,,
sliced cheese,yogurt,,,,,,,,,
pastry,detergent,rice,,,,,,,,
pip fruit,margarine,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
herbs,soups,,,,,,,,,
butter,root vegetables,bottled water,whipped/sour cream,red/blush wine,,,,,,
butter milk,bottled beer,zwieback,,,,,,,,
condensed milk,processed cheese,rolls/buns,,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
frankfurter,whole milk,,,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
semi-finished bread,bottled water,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
root vegetables,waffles,,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
sausage,bottled beer,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
whole milk,pasta,whipped/sour cream,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
sugar,shopping bags,,,,,,,,,
beef,long life bakery product,,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
frozen vegetables,root vegetables,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
beef,soda,,,,,,,,,
whole milk,white bread,,,,,,,,,
other vegetables,tea,,,,,,,,,
berries,hard cheese,dishes,,,,,,,,
yogurt,soda,,,,,,,,,
yogurt,other vegetables,red/blush wine,domestic eggs,,,,,,,
whole milk,yogurt,yogurt,rolls/buns,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
female sanitary products,salt,,,,,,,,,
whole milk,curd,bottled beer,newspapers,,,,,,,
frankfurter,root vegetables,,,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
salty snack,chocolate,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
onions,bottled beer,,,,,,,,,
beverages,bottled water,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
ham,rolls/buns,,,,,,,,,
cream cheese ,frankfurter,root vegetables,yogurt,,,,,,,
detergent,soft cheese,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
pork,long life bakery product,,,,,,,,,
butter,bottled water,,,,,,,,,
salty snack,other vegetables,,,,,,,,,
whole milk,newspapers,,,,,,,,,
napkins,pastry,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
chicken,spread cheese,,,,,,,,,
ham,yogurt,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
butter milk,snack products,packaged fruit/vegetables,,,,,,,,
curd cheese,popcorn,,,,,,,,,
soda,roll products ,seasonal products,,,,,,,,
waffles,beverages,waffles,curd,,,,,,,
